ID;ID HTT;IP;MAC;Device;Root Device;LAN Port;VLAN;Local;Local (RU);ant_local;ant_name;Coordinat;Data Install;Data Update;Data Human;
209;device_208;;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966455;12-20 08-07-2025;
210;device_209;;6c-f1-7e-06-96-8f;-;-;0;1;-;-;;;-;1609459200;1751966455;12-20 08-07-2025;
211;device_210;;6c-f1-7e-06-96-df;-;-;0;1;-;-;;;-;1609459200;1751966455;12-20 08-07-2025;
212;device_211;;6c-f1-7e-06-96-f1;-;-;0;1;-;-;;;-;1609459200;1751966456;12-20 08-07-2025;
213;device_212;;6c-f1-7e-06-96-f7;-;-;0;1;-;-;;;-;1609459200;1751966456;12-20 08-07-2025;
214;device_213;;6c-f1-7e-06-96-f8;-;-;0;1;-;-;;;-;1609459200;1751966456;12-20 08-07-2025;
215;device_214;;6c-f1-7e-06-96-f0;-;-;0;1;-;-;;;-;1609459200;1751966457;12-20 08-07-2025;
216;device_215;;6c-f1-7e-06-96-e6;-;-;0;1;-;-;;;-;1609459200;1751966457;12-20 08-07-2025;
217;device_216;;6c-f1-7e-06-96-fd;-;-;0;1;-;-;;;-;1609459200;1751966457;12-20 08-07-2025;
218;device_217;;6c-f1-7e-06-96-c0;-;-;0;1;-;-;;;-;1609459200;1751966457;12-20 08-07-2025;
219;device_218;;6c-f1-7e-06-96-bd;-;-;0;1;-;-;;;-;1609459200;1751966457;12-20 08-07-2025;
220;device_219;;6c-f1-7e-06-96-ed;-;-;0;1;-;-;;;-;1609459200;1751966457;12-20 08-07-2025;
221;device_220;;6c-f1-7e-06-96-cd;-;-;0;1;-;-;;;-;1609459200;1751966458;12-20 08-07-2025;
222;device_221;;6c-f1-7e-06-96-e7;-;-;0;1;-;-;;;-;1609459200;1751966458;12-20 08-07-2025;
223;device_222;;6c-f1-7e-06-96-fc;-;-;0;1;-;-;;;-;1609459200;1751966458;12-20 08-07-2025;
224;device_223;;6c-f1-7e-06-96-ea;-;-;0;1;-;-;;;-;1609459200;1751966458;12-20 08-07-2025;
225;device_224;;6c-f1-7e-06-96-d7;-;-;0;1;-;-;;;-;1609459200;1751966458;12-20 08-07-2025;
226;device_225;;6c-f1-7e-06-95-2e;-;-;0;1;-;-;;;-;1609459200;1751966458;12-20 08-07-2025;
227;device_226;;6c-f1-7e-06-95-34;-;-;0;1;-;-;;;-;1609459200;1751966459;12-20 08-07-2025;
228;device_227;;6c-f1-7e-06-95-46;-;-;0;1;-;-;;;-;1609459200;1751966459;12-20 08-07-2025;
229;device_228;;6c-f1-7e-06-94-e2;-;-;0;1;-;-;;;-;1609459200;1751966459;12-20 08-07-2025;
230;device_229;;6c-f1-7e-06-96-e3;-;-;0;1;-;-;;;-;1609459200;1751966459;12-20 08-07-2025;
231;device_230;;6c-f1-7e-06-96-e2;-;-;0;1;-;-;;;-;1609459200;1751966459;12-20 08-07-2025;
232;device_231;;6c-f1-7e-06-95-19;-;-;0;1;-;-;;;-;1609459200;1751966459;12-20 08-07-2025;
233;device_232;;6c-f1-7e-06-95-3a;-;-;0;1;-;-;;;-;1609459200;1751966460;12-21 08-07-2025;
234;device_233;;6c-f1-7e-06-95-28;-;-;0;1;-;-;;;-;1609459200;1751966460;12-21 08-07-2025;
235;device_234;;6c-f1-7e-06-95-2c;-;-;0;1;-;-;;;-;1609459200;1751966460;12-21 08-07-2025;
236;device_235;;6c-f1-7e-06-95-31;-;-;0;1;-;-;;;-;1609459200;1751966460;12-21 08-07-2025;
237;device_236;;6c-f1-7e-06-95-2f;-;-;0;1;-;-;;;-;1609459200;1751966461;12-21 08-07-2025;
238;device_237;;6c-f1-7e-06-95-2d;-;-;0;1;-;-;;;-;1609459200;1751966461;12-21 08-07-2025;
239;device_238;;6c-f1-7e-06-94-fb;-;-;0;1;-;-;;;-;1609459200;1751966462;12-21 08-07-2025;
240;device_239;;6c-f1-7e-06-95-12;-;-;0;1;-;-;;;-;1609459200;1751966462;12-21 08-07-2025;
241;device_240;;6c-f1-7e-06-95-36;-;-;0;1;-;-;;;-;1609459200;1751966462;12-21 08-07-2025;
242;device_241;;6c-f1-7e-06-96-b3;-;-;0;1;-;-;;;-;1609459200;1751966462;12-21 08-07-2025;
243;device_242;;6c-f1-7e-06-95-16;-;-;0;1;-;-;;;-;1609459200;1751966462;12-21 08-07-2025;
244;device_243;;6c-f1-7e-06-95-41;-;-;0;1;-;-;;;-;1609459200;1751966463;12-21 08-07-2025;
245;device_244;;6c-f1-7e-06-96-a7;-;-;0;1;-;-;;;-;1609459200;1751966463;12-21 08-07-2025;
246;device_245;;6c-f1-7e-06-96-90;-;-;0;1;-;-;;;-;1609459200;1751966463;12-21 08-07-2025;
247;device_246;192.168.203.189 ;6c-f1-7e-06-94-ba;-;-;0;1;-;-;;;-;1609459200;1751966463;12-21 08-07-2025;
248;device_247;192.168.203.190 ;6c-f1-7e-06-95-32;-;-;0;1;-;-;;;-;1609459200;1751966463;12-21 08-07-2025;
249;device_248;192.168.203.191 ;6c-f1-7e-06-95-39;-;-;0;1;-;-;;;-;1609459200;1751966463;12-21 08-07-2025;
250;device_249;192.168.203.192 ;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966464;12-21 08-07-2025;
251;device_250;192.168.203.193 ;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966464;12-21 08-07-2025;
252;device_251;192.168.203.194;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966464;12-21 08-07-2025;
253;device_252;192.168.203.195;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966464;12-21 08-07-2025;
254;device_253;192.168.203.199;6c-f1-7e-06-94-c9;-;-;0;1;-;-;;;-;1609459200;1751966464;12-21 08-07-2025;
255;device_254;192.168.203.204 ;6c-f1-7e-06-93-7e;-;-;0;1;-;-;;;-;1609459200;1751966464;12-21 08-07-2025;
256;device_255;192.168.203.211;6c-f1-7e-fa-0f-65;-;-;0;1;-;-;;;-;1609459200;1751966465;12-21 08-07-2025;
257;device_256;192.168.203.212;6c-f1-7e-f9-26-74;-;-;0;1;-;-;;;-;1609459200;1751966465;12-21 08-07-2025;
258;device_257;192.168.203.213;6c-f1-7e-f9-27-0a;-;-;0;1;-;-;;;-;1609459200;1751966465;12-21 08-07-2025;
259;device_258;192.168.203.214;6c-f1-7e-f9-26-8b;-;-;0;1;-;-;;;-;1609459200;1751966465;12-21 08-07-2025;
260;device_259;192.168.203.215;6c-f1-7e-06-96-c1;-;-;0;1;-;-;;;-;1609459200;1751966465;12-21 08-07-2025;
261;device_260;192.168.203.216;6c-f1-7e-f9-26-96;-;-;0;1;-;-;;;-;1609459200;1751966465;12-21 08-07-2025;
262;device_261;192.168.203.217;6c-f1-7e-f9-26-a0;-;-;0;1;-;-;;;-;1609459200;1751966466;12-21 08-07-2025;
263;device_262;192.168.203.218;6c-f1-7e-f9-26-94;-;-;0;1;-;-;;;-;1609459200;1751966466;12-21 08-07-2025;
264;device_263;192.168.203.219;6c-f1-7e-f9-26-98;-;-;0;1;-;-;;;-;1609459200;1751966466;12-21 08-07-2025;
265;device_264;192.168.203.220;6c-f1-7e-f9-27-0c;-;-;0;1;-;-;;;-;1609459200;1751966466;12-21 08-07-2025;
266;device_265;192.168.203.222;6c-f1-7e-f9-26-8d;-;-;0;1;-;-;;;-;1609459200;1751966467;12-21 08-07-2025;
267;device_266;192.168.203.223;6c-f1-7e-f9-26-f1;-;-;0;1;-;-;;;-;1609459200;1751966467;12-21 08-07-2025;
268;device_267;192.168.203.224;6c-f1-7e-06-97-21;-;-;0;1;-;-;;;-;1609459200;1751966467;12-21 08-07-2025;
269;device_268;192.168.203.227 ;6c-f1-7e-f9-26-9c;-;-;0;1;-;-;;;-;1609459200;1751966467;12-21 08-07-2025;
270;device_269;192.168.203.228;6c-f1-7e-f9-26-ab;-;-;0;1;-;-;;;-;1609459200;1751966467;12-21 08-07-2025;
271;device_270;192.168.203.229 ;6c-f1-7e-06-93-79;-;-;0;1;-;-;;;-;1609459200;1751966467;12-21 08-07-2025;
272;device_271;192.168.203.230 ;6c-f1-7e-f9-26-da;-;-;0;1;-;-;;;-;1609459200;1751966468;12-21 08-07-2025;
273;device_272;192.168.203.231 ;6c-f1-7e-06-97-0b;-;-;0;1;-;-;;;-;1609459200;1751966468;12-21 08-07-2025;
274;device_273;192.168.203.232 ;6c-f1-7e-06-96-d5;-;-;0;1;-;-;;;-;1609459200;1751966468;12-21 08-07-2025;
275;device_274;192.168.203.233;-;-;-;0;1;-;-;;;-;1609459200;1751916462;22-27 07-07-2025;
276;string;192.168.200.47;MAC address not found;-;-;0;1;-;-;;;string;0;1751917933;22-52 07-07-2025;
277;string;192.168.200.17;MAC address not found;-;-;0;1;-;-;;;string;0;1751917935;22-52 07-07-2025;
278;string;192.168.200.19;MAC address not found;-;-;0;1;-;-;;;string;0;1751917937;22-52 07-07-2025;
279;string;192.168.200.88;MAC address not found;-;-;0;1;-;-;;;string;0;1751917939;22-52 07-07-2025;
280;string;192.168.200.94;6c-f1-7e-06-96-dc;-;-;0;1;-;-;;;string;0;1751966478;12-21 08-07-2025;
281;string;192.168.203.157 ;6c-f1-7e-06-96-94;-;-;0;1;-;-;;;string;0;1751966478;12-21 08-07-2025;
282;string;192.168.203.158 ;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;string;0;1751917940;22-52 07-07-2025;
283;string;192.168.203.187 ;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;string;0;1751917942;22-52 07-07-2025;
284;string;192.168.203.188 ;MAC address not found;-;-;0;1;-;-;;;string;0;1751966483;12-21 08-07-2025;
285;00.09.05;192.168.200.238 ;MAC address not found;-;-;5;1;-;Спорт двор кам 5;Спорт двор Camera cl-1;;string;0;1751917945;22-52 07-07-2025;
286;00.09.12;192.168.200.245 ;MAC address not found;-;-;0;1;-;Спорт двор кам 12;Спорт двор Camera С7-2;;string;0;1751917758;22-49 07-07-2025;
287;00.09.18;192.168.200.251;string;-;-;0;1;-;Спорт двор кам 18;Спорт двор Camera ТР2-2;;string;0;0;03-00 01-01-1970;
